"","X","Male","ParentEduc","LunchDiscount","TestPrep","PracticeSport","IsFirstChild","NrSiblings","PrivateTransport","WklyStudyHours","EthnicGroupA","EthnicGroupB","EthnicGroupC","EthnicGroupD","EthnicGroupE","ParentDivorced","ParentMarried","ParentSingle","ParentWidowed","MathScore","ReadingScore","WritingScore","AggregateScore"
"447",472,0,4,0,1,2,1,4,0,1,0,0,1,0,0,0,1,0,0,68,86,84,238
"448",473,0,1,0,0,2,0,5,1,3,0,0,0,1,0,0,1,0,0,57,66,60,183
"451",476,1,5,0,1,2,1,2,0,1,0,0,0,0,1,0,0,1,0,76,62,66,204
"453",478,0,6,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,53,64,70,187
"454",479,1,4,0,0,2,1,4,0,3,0,0,0,0,1,0,0,1,0,78,72,68,218
"455",480,1,2,0,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,73,71,68,212
"458",483,1,2,0,0,2,1,2,1,1,1,0,0,0,0,1,0,0,0,59,52,46,157
"459",484,0,4,0,0,3,0,3,0,2,0,1,0,0,0,0,0,1,0,48,51,54,153
"461",486,1,3,1,0,2,1,3,1,1,0,0,0,1,0,0,1,0,0,61,47,56,164
"463",488,1,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,0,65,53,58,176
"465",490,0,4,1,0,3,0,1,0,2,1,0,0,0,0,0,1,0,0,64,84,76,224
"467",492,0,3,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,83,83,90,256
"468",493,0,5,0,0,2,1,6,0,2,0,0,1,0,0,0,1,0,0,78,86,88,252
"469",494,0,2,0,0,3,1,2,0,2,0,1,0,0,0,1,0,0,0,53,63,68,184
"470",495,1,2,0,1,2,1,4,1,1,0,0,0,1,0,1,0,0,0,68,64,66,198
"471",496,0,3,0,0,3,0,3,0,2,0,0,1,0,0,0,1,0,0,53,47,52,152
"473",499,1,3,0,0,2,1,3,0,2,0,0,0,0,1,0,1,0,0,73,69,70,212
"474",500,0,6,0,0,2,1,2,0,1,0,0,0,1,0,0,1,0,0,74,80,84,238
"475",501,0,4,0,1,2,1,0,1,2,0,1,0,0,0,0,1,0,0,91,85,90,266
"477",503,0,4,0,1,3,1,3,0,3,0,0,0,0,1,0,1,0,0,100,91,96,287
"478",504,0,6,1,0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,41,61,57,159
"479",505,0,1,0,0,2,1,3,0,2,0,1,0,0,0,0,1,0,0,79,80,78,237
"480",506,1,2,0,0,3,1,1,0,1,1,0,0,0,0,0,1,0,0,70,71,67,208
"482",509,0,5,0,0,3,0,1,1,1,0,0,1,0,0,0,1,0,0,88,93,89,270
"485",512,1,1,1,0,3,0,2,0,2,0,0,0,1,0,0,1,0,0,61,48,52,161
"486",513,0,1,0,1,3,1,3,1,1,0,1,0,0,0,1,0,0,0,55,61,63,179
"487",514,0,6,1,1,2,1,3,0,1,0,1,0,0,0,0,0,1,0,77,97,94,268
"488",515,0,1,0,1,2,0,1,1,1,0,0,1,0,0,0,1,0,0,76,87,85,248
"490",517,0,3,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,64,72,71,207
"491",518,0,1,0,1,3,0,1,0,1,0,0,0,1,0,0,0,1,0,67,79,79,225
"492",519,0,2,1,1,2,0,5,0,1,0,1,0,0,0,0,1,0,0,67,78,79,224
"494",521,0,4,0,0,2,1,4,1,1,0,0,1,0,0,0,0,1,0,91,86,84,261
"499",526,1,1,1,1,2,1,4,0,2,0,0,1,0,0,0,0,1,0,54,60,58,172
"501",528,0,5,1,0,2,0,2,1,2,0,0,0,1,0,0,0,1,0,28,40,46,114
"502",529,0,4,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,60,72,68,200
"504",531,0,1,0,0,1,1,2,1,1,0,0,1,0,0,0,1,0,0,45,53,51,149
"505",532,1,4,0,1,2,1,2,0,2,0,0,0,0,1,0,0,1,0,60,60,56,176
"506",533,0,4,0,1,2,0,4,0,1,0,0,0,0,1,0,1,0,0,79,88,94,261
"507",534,1,2,0,1,2,0,1,0,3,0,1,0,0,0,0,1,0,0,75,70,69,214
"508",535,0,5,1,1,2,1,5,1,1,0,0,1,0,0,0,1,0,0,66,83,83,232
"510",537,0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,49,65,60,174
"512",539,1,4,0,1,2,0,3,0,3,1,0,0,0,0,0,1,0,0,99,93,87,279
"513",540,1,2,0,1,2,0,1,1,1,0,0,1,0,0,0,1,0,0,75,69,68,212
"516",543,0,4,0,0,3,0,2,1,3,0,0,0,1,0,0,0,1,0,86,97,93,276
"518",545,1,1,1,1,3,1,1,0,1,0,0,0,0,1,0,1,0,0,80,84,82,246
"519",546,0,1,0,1,2,1,3,0,1,1,0,0,0,0,0,1,0,0,92,100,97,289
"520",547,1,2,0,1,3,1,2,1,2,0,0,1,0,0,1,0,0,0,71,66,64,201
"521",548,0,2,1,0,3,0,5,0,2,0,0,1,0,0,0,1,0,0,61,66,64,191
"522",549,1,6,0,0,2,1,1,0,2,0,0,1,0,0,0,1,0,0,77,72,69,218
"524",551,1,5,1,1,3,0,2,1,1,0,1,0,0,0,0,1,0,0,89,91,90,270
"526",553,1,3,1,0,3,0,2,1,1,0,0,0,1,0,0,1,0,0,79,62,65,206
"527",554,1,4,0,0,3,1,1,1,3,0,0,0,0,1,1,0,0,0,56,46,41,143
"529",557,1,6,1,0,3,1,1,0,1,0,0,1,0,0,0,0,1,0,63,69,69,201
"530",558,0,4,1,0,2,0,2,0,2,0,1,0,0,0,0,0,1,0,51,68,68,187
"531",559,1,1,0,0,2,1,2,0,3,0,0,0,1,0,0,1,0,0,75,66,63,204
"533",561,0,3,0,0,3,1,3,0,3,0,0,1,0,0,0,0,1,0,66,76,77,219
"534",562,1,5,0,1,3,0,2,0,2,0,0,1,0,0,0,1,0,0,95,89,92,276
"537",565,1,4,0,0,2,0,2,0,2,0,1,0,0,0,1,0,0,0,46,42,44,132
"538",566,0,5,1,1,1,0,4,1,1,0,0,0,0,1,0,0,1,0,89,98,97,284
"540",568,1,2,1,0,3,1,6,1,2,0,1,0,0,0,0,1,0,0,62,47,47,156
"543",571,1,5,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,88,94,89,271
"548",576,1,3,0,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,61,51,52,164
"549",577,0,2,0,0,2,1,1,0,2,0,1,0,0,0,0,1,0,0,78,89,87,254
"550",578,0,3,1,1,2,0,1,0,3,0,1,0,0,0,0,0,1,0,49,56,59,164
"551",579,0,6,0,0,3,0,3,0,2,0,0,0,1,0,0,1,0,0,52,60,68,180
"552",580,0,1,0,0,2,0,2,0,2,0,0,0,1,0,0,1,0,0,78,95,94,267
"553",581,0,1,0,0,1,1,3,0,1,0,0,0,0,1,1,0,0,0,74,77,78,229
"554",582,0,5,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,1,63,73,78,214
"556",586,0,2,0,0,2,1,3,0,1,1,0,0,0,0,0,1,0,0,55,73,73,201
"557",587,0,5,1,0,3,1,1,0,2,0,0,1,0,0,0,1,0,0,43,62,62,167
"560",590,1,3,1,0,2,0,3,1,2,0,0,1,0,0,0,0,0,1,56,56,52,164
"564",594,0,5,0,1,3,0,2,1,1,0,0,1,0,0,0,1,0,0,94,100,100,294
"565",595,0,5,0,1,2,1,1,0,3,0,0,1,0,0,0,1,0,0,57,80,73,210
"566",596,1,2,1,0,3,0,2,0,1,0,1,0,0,0,0,1,0,0,30,24,15,69
"568",598,0,2,0,0,2,1,4,0,3,0,0,0,1,0,0,1,0,0,71,78,74,223
"569",599,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,65,82,81,228
"571",601,0,2,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,29,29,30,88
"572",602,0,3,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,76,78,80,234
"573",603,1,2,1,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,60,57,51,168
"575",605,1,1,0,0,2,1,3,1,2,0,0,1,0,0,1,0,0,0,72,70,60,202
"577",607,0,6,1,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,40,59,55,154
"579",609,0,4,0,0,3,0,1,0,2,0,1,0,0,0,0,1,0,0,57,62,65,184
"580",610,1,3,1,1,2,1,5,0,1,0,0,0,1,0,0,1,0,0,69,60,63,192
"581",611,0,3,0,0,2,1,3,0,2,0,0,1,0,0,0,1,0,0,56,58,64,178
"582",612,1,5,0,1,2,1,0,1,2,0,0,1,0,0,0,1,0,0,91,88,89,268
"583",614,0,4,0,0,2,0,4,0,1,1,0,0,0,0,0,1,0,0,82,93,93,268
"584",615,0,2,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,60,68,72,200
"587",618,1,6,0,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,95,82,86,263
"589",620,0,2,1,0,2,1,2,0,3,0,0,1,0,0,0,0,1,0,36,61,55,152
"591",622,1,2,1,1,2,1,2,1,3,0,0,1,0,0,0,1,0,0,59,51,53,163
"592",623,1,3,0,1,1,1,4,1,1,1,0,0,0,0,1,0,0,0,97,94,83,274
"595",626,1,4,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,66,68,61,195
"597",628,1,3,1,0,3,0,2,0,1,0,0,0,1,0,0,1,0,0,50,57,47,154
"598",629,0,1,0,1,3,1,0,0,1,0,0,1,0,0,0,1,0,0,45,51,56,152
"599",630,1,3,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,64,63,68,195
"600",631,1,2,0,0,3,1,2,1,1,0,1,0,0,0,0,0,0,1,81,60,66,207
"601",632,0,5,0,1,2,1,2,0,3,0,1,0,0,0,0,1,0,0,67,75,82,224
"602",633,0,2,0,0,2,0,5,0,1,0,0,1,0,0,0,1,0,0,75,88,85,248
"603",635,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,71,74,64,209
"607",640,1,2,0,0,2,0,3,0,3,0,0,0,1,0,0,0,1,0,42,52,52,146
"609",642,0,1,1,0,1,1,2,1,2,0,1,0,0,0,0,1,0,0,67,78,75,220
"611",644,1,2,0,0,2,1,1,0,2,0,1,0,0,0,0,0,1,0,67,64,58,189
"612",645,0,5,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,63,79,78,220
"618",651,0,2,0,1,3,1,7,1,1,1,0,0,0,0,0,1,0,0,70,81,77,228
"619",652,0,3,0,1,2,1,2,0,2,0,0,0,1,0,0,1,0,0,82,84,96,262
"620",653,0,4,0,1,2,0,2,0,1,1,0,0,0,0,0,0,1,0,65,70,74,209
"621",654,0,1,0,0,2,1,1,0,1,0,1,0,0,0,1,0,0,0,73,79,79,231
"623",656,1,4,1,0,2,0,5,0,3,0,0,1,0,0,0,1,0,0,79,68,65,212
"624",657,1,1,0,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,71,66,62,199
"626",659,1,4,0,0,2,1,4,1,1,0,0,0,1,0,1,0,0,0,90,87,85,262
"628",662,0,3,1,0,3,1,2,1,2,0,0,0,1,0,1,0,0,0,54,70,69,193
"632",666,0,3,1,1,2,1,2,0,1,0,0,1,0,0,0,1,0,0,63,73,71,207
"633",667,0,5,1,0,2,0,4,0,2,0,1,0,0,0,0,1,0,0,74,83,85,242
"635",669,1,4,0,1,2,1,3,1,1,0,0,0,1,0,0,0,1,0,81,72,77,230
"636",670,0,2,1,0,1,0,2,0,2,0,0,1,0,0,0,1,0,0,62,73,64,199
"637",671,1,4,1,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,50,56,49,155
"638",672,0,3,0,0,3,1,1,1,1,0,0,1,0,0,0,1,0,0,71,79,77,227
"640",674,0,2,0,1,3,1,2,1,1,0,0,0,1,0,1,0,0,0,71,78,79,228
"646",680,0,2,0,0,3,1,6,0,2,0,0,0,1,0,1,0,0,0,66,71,74,211
"647",682,1,2,0,0,3,1,2,0,1,0,1,0,0,0,1,0,0,0,63,55,55,173
"650",685,0,6,0,1,2,1,2,0,3,0,0,0,0,1,0,0,1,0,97,100,100,297
"651",686,1,3,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,85,75,68,228
"653",688,1,2,1,0,2,1,2,0,1,1,0,0,0,0,1,0,0,0,53,58,44,155
"654",689,1,3,1,0,2,1,3,1,1,0,0,0,0,1,0,1,0,0,93,90,83,266
"655",690,0,4,0,0,1,1,5,0,1,0,0,1,0,0,0,1,0,0,47,52,51,150
"656",691,0,4,1,0,2,0,1,1,2,0,0,0,0,1,0,1,0,0,70,74,76,220
"658",693,0,4,0,0,3,1,2,0,1,0,0,0,1,0,0,1,0,0,79,78,74,231
"659",694,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,49,63,56,168
"663",698,0,4,0,1,2,1,2,0,1,0,0,0,1,0,0,1,0,0,57,78,79,214
"664",699,1,2,1,0,1,1,3,1,1,0,0,1,0,0,1,0,0,0,64,65,57,186
"665",700,0,5,0,1,3,1,4,0,1,0,0,0,0,1,0,0,1,0,81,82,84,247
"669",704,0,1,1,1,2,1,3,0,2,0,1,0,0,0,0,1,0,0,57,62,62,181
"671",706,1,2,0,0,3,1,2,1,1,0,0,0,1,0,0,1,0,0,47,34,36,117
"673",708,1,2,0,0,1,1,2,0,2,0,0,0,1,0,0,1,0,0,83,84,75,242
"674",709,0,4,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,42,61,58,161
"676",711,0,1,0,1,2,1,2,0,1,0,0,0,0,1,1,0,0,0,80,85,85,250
"677",712,0,3,0,0,2,1,3,0,1,0,0,0,1,0,0,1,0,0,98,100,99,297
"678",713,1,6,0,0,2,0,1,0,2,0,0,0,1,0,1,0,0,0,79,81,84,244
"679",714,0,1,0,1,3,0,1,0,3,0,1,0,0,0,0,1,0,0,63,72,77,212
"680",715,0,4,1,1,3,1,0,1,2,0,1,0,0,0,0,1,0,0,75,93,87,255
"682",717,0,4,0,1,2,1,4,1,1,0,0,1,0,0,0,0,1,0,96,96,99,291
"685",720,0,3,1,0,3,0,2,1,1,0,0,1,0,0,0,1,0,0,63,73,71,207
"686",721,1,1,1,1,3,1,1,0,1,0,0,0,1,0,0,1,0,0,56,59,60,175
"688",723,1,2,0,0,3,0,2,0,1,0,0,1,0,0,0,1,0,0,51,48,43,142
"689",724,1,3,0,0,2,1,4,0,3,0,1,0,0,0,1,0,0,0,48,43,41,132
"692",727,1,1,0,1,3,1,0,0,1,0,0,0,0,1,0,1,0,0,70,51,58,179
"693",728,0,2,1,0,2,1,1,1,2,0,0,0,1,0,0,0,1,0,70,90,82,242
"694",729,1,3,0,0,3,0,3,1,2,0,0,1,0,0,0,0,1,0,52,38,37,127
"695",730,0,4,1,1,2,1,5,1,2,0,1,0,0,0,1,0,0,0,65,75,78,218
"697",732,0,3,0,1,1,1,2,1,3,0,0,1,0,0,0,1,0,0,86,88,93,267
"699",734,0,3,1,0,1,1,1,0,3,0,0,0,0,1,0,1,0,0,52,57,56,165
"704",739,1,2,1,0,3,1,0,1,1,0,0,1,0,0,0,1,0,0,62,60,56,178
"707",742,0,2,0,0,2,1,4,1,1,0,0,1,0,0,0,1,0,0,81,84,82,247
"708",743,0,4,0,1,2,1,4,0,1,0,0,1,0,0,0,1,0,0,59,73,72,204
"709",744,1,3,1,0,3,1,2,1,1,0,1,0,0,0,0,1,0,0,56,55,48,159
"712",747,1,3,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,69,64,68,201
"714",749,1,3,0,1,2,1,4,0,1,0,1,0,0,0,0,1,0,0,87,84,86,257
"718",753,0,1,0,1,2,0,1,1,1,0,0,1,0,0,0,1,0,0,77,90,85,252
"719",754,1,4,1,0,3,1,4,0,1,0,0,1,0,0,0,0,1,0,59,55,54,168
"720",755,0,4,0,0,2,1,4,0,3,0,0,0,0,1,0,1,0,0,86,96,93,275
"721",756,1,3,0,0,2,0,2,1,3,0,0,0,1,0,0,1,0,0,56,58,53,167
"723",758,0,3,1,1,3,1,5,1,1,0,0,0,1,0,0,1,0,0,53,59,66,178
"725",760,0,2,1,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,53,72,64,189
"727",762,1,1,0,1,1,0,4,0,1,0,0,0,1,0,0,0,1,0,75,79,83,237
"728",763,0,2,0,0,1,1,2,1,1,0,1,0,0,0,1,0,0,0,60,61,61,182
"729",764,1,3,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,60,63,59,182
"730",765,0,2,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,74,72,72,218
"732",767,1,2,0,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,76,62,60,198
"733",768,0,1,0,0,1,1,1,1,3,0,0,0,1,0,0,1,0,0,67,70,74,211
"736",771,1,5,0,0,3,1,3,0,3,0,0,0,1,0,0,1,0,0,79,75,77,231
"737",772,0,1,1,1,1,1,0,0,2,0,1,0,0,0,0,1,0,0,48,65,68,181
"738",773,0,5,1,0,2,1,3,0,1,0,0,1,0,0,0,1,0,0,62,78,79,219
"740",775,0,1,1,0,3,1,4,1,2,0,1,0,0,0,0,1,0,0,48,57,55,160
"742",777,0,3,1,0,3,0,4,1,1,0,0,1,0,0,0,0,1,0,36,44,44,124
"744",779,1,4,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0,1,96,86,84,266
"746",781,0,6,0,0,2,1,1,0,2,0,1,0,0,0,0,1,0,0,75,90,84,249
"748",783,0,4,0,1,2,1,4,0,1,0,0,1,0,0,0,1,0,0,52,59,62,173
"749",784,1,5,0,1,2,0,3,0,2,0,0,1,0,0,0,1,0,0,88,79,77,244
"750",785,0,1,0,1,2,0,2,1,1,0,1,0,0,0,0,1,0,0,32,51,44,127
"751",786,0,1,1,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,74,80,78,232
"752",787,0,3,0,0,3,0,4,1,2,0,1,0,0,0,0,0,1,0,18,37,32,87
"754",789,0,6,1,0,2,1,3,1,1,0,0,1,0,0,0,1,0,0,52,65,61,178
"757",792,1,2,1,0,3,1,0,0,2,0,0,0,1,0,0,1,0,0,65,73,69,207
"758",793,1,1,0,1,1,0,1,1,2,0,0,0,0,1,0,1,0,0,83,81,73,237
"759",794,0,2,0,0,3,1,1,0,1,0,1,0,0,0,0,0,0,1,43,52,52,147
"760",795,0,4,1,1,3,0,3,1,1,0,0,0,0,1,1,0,0,0,58,69,74,201
"761",796,1,2,0,0,2,1,0,1,1,0,0,0,1,0,1,0,0,0,70,70,70,210
"762",797,0,4,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,70,84,81,235
"766",803,0,3,0,0,3,1,1,0,1,0,1,0,0,0,0,1,0,0,84,86,89,259
"769",806,0,3,1,0,2,1,2,0,2,0,0,0,1,0,0,0,1,0,62,72,73,207
"771",808,1,2,0,0,2,1,5,1,1,0,0,1,0,0,0,1,0,0,90,75,69,234
"772",809,1,5,0,0,2,1,3,0,1,0,1,0,0,0,0,1,0,0,59,54,51,164
"773",810,1,1,0,0,2,0,1,1,1,1,0,0,0,0,0,1,0,0,51,31,36,118
"774",811,1,2,1,0,2,1,1,0,3,1,0,0,0,0,0,0,1,0,46,47,49,142
"775",812,0,6,0,1,3,1,3,0,2,0,0,1,0,0,0,1,0,0,53,63,67,183
"776",813,1,1,0,1,2,1,2,0,3,0,0,0,0,1,0,1,0,0,89,85,77,251
"779",817,1,5,1,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,62,71,77,210
"781",819,0,1,0,0,2,0,3,1,2,0,0,1,0,0,0,1,0,0,74,89,86,249
"783",822,1,3,1,1,3,1,1,1,1,0,0,0,0,1,0,1,0,0,50,52,52,154
"784",824,0,1,1,0,2,0,3,1,3,0,0,1,0,0,0,0,0,1,49,58,53,160
"788",829,1,1,0,0,3,1,0,0,2,0,1,0,0,0,0,1,0,0,67,53,53,173
"789",830,0,3,1,0,3,1,3,0,3,1,0,0,0,0,0,0,1,0,64,61,59,184
"791",832,1,5,0,0,1,1,1,0,3,1,0,0,0,0,1,0,0,0,63,59,57,179
"792",834,1,3,0,0,3,1,2,0,1,0,1,0,0,0,0,0,1,0,59,50,46,155
"793",835,0,2,0,1,3,1,2,0,1,0,0,1,0,0,0,0,1,0,61,64,75,200
"794",836,1,2,0,0,3,0,3,1,3,0,0,0,0,1,0,0,1,0,77,65,59,201
"795",837,0,2,0,1,3,1,6,0,3,1,0,0,0,0,0,1,0,0,79,84,82,245
"796",838,1,4,1,1,3,1,1,0,2,0,1,0,0,0,1,0,0,0,57,56,53,166
"797",840,0,2,1,0,2,1,4,0,1,0,0,0,1,0,1,0,0,0,39,52,46,137
"798",841,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,65,58,52,175
"799",842,0,2,1,1,2,0,2,1,3,0,1,0,0,0,0,1,0,0,23,44,36,103
"800",843,1,3,1,1,2,1,2,0,3,0,1,0,0,0,0,0,1,0,76,78,77,231
"801",844,0,1,1,1,3,1,0,0,2,0,0,0,1,0,0,0,1,0,39,64,64,167
"802",845,1,6,0,0,2,1,1,1,2,0,0,0,0,1,1,0,0,0,88,85,84,257
"803",846,1,6,0,1,2,1,7,1,1,0,0,1,0,0,0,1,0,0,91,85,85,261
"804",848,0,2,0,0,3,0,4,1,1,0,0,1,0,0,0,1,0,0,60,73,69,202
"805",849,1,4,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,82,76,70,228
"807",851,0,2,0,0,2,1,3,1,2,1,0,0,0,0,0,1,0,0,59,66,61,186
"809",853,1,1,0,0,1,0,2,1,2,0,0,0,0,1,0,1,0,0,77,65,58,200
"811",855,0,5,0,0,3,1,0,1,2,0,1,0,0,0,0,1,0,0,96,96,96,288
"812",856,1,3,1,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,77,69,66,212
"813",857,0,5,0,0,3,0,2,1,1,0,0,1,0,0,0,1,0,0,66,80,83,229
"815",859,1,4,1,0,2,1,3,0,1,0,0,1,0,0,0,1,0,0,87,73,72,232
"817",861,0,6,1,0,2,1,4,0,3,0,0,0,0,1,0,1,0,0,83,87,88,258
"818",862,1,5,1,1,2,0,2,1,2,0,0,0,1,0,0,0,1,0,37,41,37,115
"819",863,0,3,0,1,3,1,1,1,2,0,0,1,0,0,0,0,1,0,70,70,80,220
"820",864,1,4,0,0,3,1,3,0,1,0,0,1,0,0,0,1,0,0,99,94,93,286
"823",868,1,4,1,1,2,1,3,0,3,0,0,0,0,1,0,1,0,0,80,75,73,228
"825",870,1,2,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,59,58,47,164
"826",872,1,4,0,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,82,84,78,244
"827",873,1,4,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,0,84,87,78,249
"828",874,0,5,1,0,2,1,3,1,2,0,0,1,0,0,0,1,0,0,41,61,59,161
"830",876,1,3,0,0,2,1,3,0,1,0,0,0,1,0,0,1,0,0,81,82,84,247
"831",877,1,1,0,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,57,61,54,172
"834",880,1,5,0,1,2,1,3,0,2,0,0,1,0,0,0,1,0,0,61,63,64,188
"835",881,0,5,0,1,3,0,3,0,2,0,0,0,0,1,0,0,1,0,70,69,70,209
"836",882,0,2,1,0,3,1,5,1,3,0,1,0,0,0,0,1,0,0,67,75,74,216
"837",883,1,5,1,0,2,1,1,0,3,0,0,0,1,0,0,1,0,0,56,46,44,146
"841",888,0,3,1,0,2,0,3,0,1,0,0,0,1,0,0,1,0,0,69,65,74,208
"842",889,1,2,1,0,2,0,3,0,2,0,0,0,1,0,1,0,0,0,42,50,47,139
"843",890,0,3,0,1,3,0,1,1,1,0,0,0,0,1,0,1,0,0,88,86,93,267
"844",891,0,4,0,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,87,93,87,267
"846",893,1,1,0,1,2,1,0,1,3,0,0,0,1,0,1,0,0,0,90,75,76,241
"847",894,0,4,0,0,1,1,3,0,2,0,0,0,0,1,1,0,0,0,55,60,65,180
"850",897,0,1,1,1,3,1,3,1,2,0,1,0,0,0,0,0,1,0,62,77,79,218
"852",899,0,1,0,1,2,1,1,1,1,0,0,0,1,0,0,0,1,0,65,78,82,225
"853",900,1,6,0,0,2,0,3,1,1,0,0,0,1,0,0,1,0,0,85,84,89,258
"854",901,0,6,0,0,2,1,2,0,1,0,0,1,0,0,0,1,0,0,73,79,76,228
"856",903,0,5,1,1,2,1,0,1,1,0,0,0,1,0,1,0,0,0,93,100,100,293
"857",904,0,1,1,0,3,1,4,0,1,0,0,0,1,0,1,0,0,0,69,85,86,240
"861",908,0,5,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,67,75,72,214
"864",911,0,3,0,0,3,0,1,0,1,1,0,0,0,0,0,1,0,0,71,85,84,240
"865",912,0,5,0,1,2,1,3,1,1,0,0,1,0,0,0,1,0,0,52,61,66,179
"866",913,0,5,1,1,3,1,2,0,2,0,0,1,0,0,0,0,1,0,46,61,66,173
"867",914,0,4,1,0,2,1,2,0,3,0,1,0,0,0,0,1,0,0,47,61,56,164
"868",915,0,3,0,0,3,0,2,1,1,0,0,0,0,1,0,1,0,0,70,71,67,208
"869",916,1,5,0,1,3,1,7,1,1,0,0,0,0,1,0,0,1,0,100,100,100,300
"870",917,0,2,0,0,3,1,1,1,2,0,0,1,0,0,0,1,0,0,43,60,52,155
"871",918,0,4,0,1,3,1,0,1,1,0,0,1,0,0,0,1,0,0,58,78,82,218
"874",922,1,2,0,0,3,0,1,0,2,0,0,0,1,0,0,1,0,0,71,65,66,202
"875",923,0,4,1,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,54,65,65,184
"876",924,1,2,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,74,70,69,213
"877",925,1,1,0,1,3,0,2,0,1,0,0,0,0,1,1,0,0,0,76,64,61,201
"879",927,0,2,1,1,2,1,1,0,3,0,0,0,1,0,0,1,0,0,66,61,72,199
"880",928,1,4,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,46,43,44,133
"883",932,1,4,1,1,3,1,2,1,1,0,0,0,1,0,1,0,0,0,62,72,74,208
"885",934,1,4,0,1,2,0,2,0,3,0,0,1,0,0,0,1,0,0,100,88,91,279
"886",935,1,3,1,0,3,1,0,1,1,0,0,0,1,0,1,0,0,0,72,63,59,194
"887",936,1,4,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,64,56,51,171
"888",937,0,2,1,0,3,1,1,1,2,0,0,0,0,1,0,1,0,0,56,57,57,170
"889",938,1,3,0,1,2,1,1,1,1,0,0,0,1,0,0,1,0,0,85,81,85,251
"891",940,1,6,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,70,66,72,208
"892",941,0,6,0,0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,81,94,100,275
"893",942,1,2,0,0,3,1,0,1,2,0,0,1,0,0,0,1,0,0,80,65,64,209
"894",943,1,1,1,1,2,0,3,0,1,1,0,0,0,0,0,0,1,0,61,62,61,184
"895",944,0,2,0,0,2,1,3,1,2,0,1,0,0,0,0,1,0,0,56,66,59,181
"896",945,0,4,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,55,61,59,175
"897",946,1,2,0,0,2,1,3,1,2,0,1,0,0,0,0,1,0,0,79,80,78,237
"898",947,0,3,1,0,2,1,1,1,2,0,0,0,1,0,0,1,0,0,47,57,58,162
"899",948,1,1,1,1,3,0,1,0,2,0,1,0,0,0,0,0,1,0,48,49,52,149
"901",950,1,2,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,91,71,69,231
"903",952,0,1,1,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,74,74,72,220
